Base,OrientacionH1,OrientacionH2,SignoV,SignoH1,SignoH2,AnguloH1,AnguloH2,EjeV,EjeH1,EjeH2,Norte,Oeste,LatEstacion,LonEstacion,Norte.1,Oeste.1,LatSismo,LonSismo,Fecha,Institucion,IDEstacion,HoraEpicentro,HoraPrimerMuestra,Profundidad,Mw,Mb,Ms,Mc,Ma,Me,Md,Ml,M,GMW,IDSismo
CSER9310.242,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,18.989074,97.377394,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,CSER,07:52:18.2,07:53:39.00,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
OXJM1606.272,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.445191,95.444705,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OXJM,20:50:33,20:50:51.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
VNTA9807.051,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,16.83,-100.12,1998-07-05,INSTITUTO DE INGENIERIA,VNTA,19:55:07.1,19:54:32.810,5.0,0.0,4.9,4.5,4.9,5.2,4.9,0.0,0.0,0.0,5.3,070598D
PANG1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,15.666837,96.490506,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,PANG,06:56:58,06:56:55.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
COMD9607.151,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,COMD,21:23:38.5,21:23:14    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
SMLC1511.231,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,SMLC,20:41:20,20:41:42.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
CALE1405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.07287,102.754441,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,CALE,07:36:01,07:36:15.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
TXS20301.221,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.492,98.977,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,TXS2,02:06:34.5,02:07:52.000,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
SNJE1511.231,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.535047,101.323693,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM ,SNJE,20:41:20,20:41:52.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
SODO1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.044324,96.414773,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,SODO,06:56:58,06:57:47.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
CAOT0301.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.415,99.156,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA  UNAM,CAOT,02:06:34.5,02:06:58.31,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
SCT21802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,SCT2,00:36:51,00:37:50.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
OAXM9509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.082872,96.718744,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,OAXM,14:04:30.5,14:05:16    ,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
UNIO0810.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,UNIO,05:00:52,05:00:50.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
CUP51802.191,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.33024,99.181076,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,CUP5,06:56:58,06:57:57.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
CHFL1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,CHFL,00:36:51,00:36:38.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
ACAC0411.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,16.0,-98.71,2004-11-15,INSTITUTO DE INGENIERIA UNAM,ACAC,02:38:40.0,02:39:07.40,21.0,0.0,5.2,4.7,5.1,0.0,0.0,0.0,0.0,0.0,5.3,111504A
COPL9603.131,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.61081,98.98399,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,COPL,21:04:19.8,21:04:21.50 ,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
OCLL9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.036585,99.878515,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,OCLL,07:52:18.2,07:52:45.27,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
OCLL1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.036585,99.878515,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OCLL,17:00:16,16:59:53.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
DFRO9802.031,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.405,99.166,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM,DFRO,03:02:01.1,03:04:20    ,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
COYC1708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.997788,100.089963,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,COYC,05:15:12,05:14:30.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
OXPC1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,OXPC,06:56:58,06:56:31.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
SLU21405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.280802,100.935496,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,SLU2,17:00:16,16:59:29.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
OXPM1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OXPM,23:39:39,23:39:15.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
MIHL1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.988778,94.54387,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,MIHL,06:56:58,06:58:19.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
ACAC1606.271,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM,ACAC,20:50:33,20:50:46.150,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
OXAL0401.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,16.0,-97.17,2004-01-13,INSTITUTO DE INGENIERIA UNAM,OXAL,19:50:19.8,19:50:35.00,20.0,0.0,5.1,4.3,5.1,4.8,5.0,0.0,0.0,0.0,5.1,011304E
PARS8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.344,100.214,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,PARS,13:17:42.6,13:17:50.53,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
ACAR9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.888789,99.835027,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,ACAR,21:23:38.5,21:24:17    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
SJLL1712.211,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,15.929,-98.379,2017-12-21,INSTITUTO DE INGENIERIA UNAM ,SJLL,03:23:32,03:22:55.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,201712210323A
ARTG8604.301,SW,SW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,18.356,102.293,N,W,18.024,-103.057,1986-04-30,INSTITUTO DE INGENIERIA UNAM,ARTG,07:07:18.9,07:10:39.84,20.0,0.0,6.2,7.0,6.4,0.0,0.0,0.0,0.0,0.0,6.9,043086A
OXTO1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.078389,96.744158,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,OXTO,06:56:58,06:56:30.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
SNJE1308.211,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.535047,101.323693,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,SNJE,12:38:30,12:38:29.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
ACAD1308.212,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,ACAD,13:02:18,13:01:52    ,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
OXAL1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXAL,00:36:51,00:36:51.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
SMLC1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,SMLC,07:33:59,07:33:31.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
SJLL1004.203,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,SJLL,02:28:57,02:27:40.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
HMTT1308.211,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,HMTT,12:38:30,12:37:54.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
HMTT1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,HMTT,07:33:59,07:33:31.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
OXTO1802.162,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.078389,96.744158,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OXTO,23:39:39,23:39:14.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXLC1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,OXLC,02:28:57,02:28:53.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
PET21408.041,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.535396,101.262608,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,PET2,00:21:49,00:21:17.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
CDAO8509.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.373913,99.096997,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,CDAO,01:37:18.4,01:38:49,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
ACPD9603.131,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,ACPD,21:04:19.8,21:04:17 ,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
UNIO0401.012,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,17.3,-101.36,2004-01-01,INSTITUTO DE INGENIERIA UNAM,UNIO,23:58:02.7,23:57:44.000,14.0,0.0,5.2,5.8,5.0,5.6,5.7,0.0,0.0,0.0,5.6,010104L
CALE0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.07287,102.754441,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,CALE,08:48:16,08:48:36.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
OCTT0401.011,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.25267,99.50587,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,OCTT,23:31:49.0,23:32:23    ,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
XALA1802.191,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.529875,96.901973,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,XALA,06:56:58,06:56:51.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
OXXO1606.273,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.026234,96.726179,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OXXO,20:50:33,20:50:09.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
ACAZ1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,ACAZ,06:56:58,06:57:15.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
CHPA1802.162,NE,NE,1.0,1.0,1.0,90,0,2.0,0.0,1.0,N,W,16.247374,93.912575,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,CHPA,23:39:39,23:40:34.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
ACAD9509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,ACAD,14:04:30.5,14:04:41.38,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
TNLP1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.095563,99.560805,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,TNLP,17:00:16,16:59:54.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
TNLP9310.241,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.095563,99.560805,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,TNLP,07:52:18.2,07:53:02.55,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
OXLC0301.221,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,OXLC,02:06:34.5,02:09:52    ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
TAMA1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.26116,96.57529,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,TAMA,02:28:57,02:29:03.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
TEAC1802.191,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,TEAC,06:56:58,06:57:37.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
PET29805.091,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.535396,101.262608,N,W,17.34,-101.41,1998-05-09,INSTITUTO DE INGENIERIA UNAM,PET2,17:03:13.1,17:02:45.815,18.0,0.0,4.8,4.7,4.8,5.2,5.1,0.0,0.0,0.0,5.2,050998I
COPL1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,COPL,02:28:57,02:28:17.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
PHPU9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.044223,98.168466,N,W,17.48,-101.14,1996-07-15,INSTITUTO DE INGENIERIA UNAM/,PHPU,21:23:38.5,21:25:08   ,16.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.6,071596D
HMTT1802.172,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,HMTT,21:30:43,21:30:16.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
TOTO1004.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.330241,98.256828,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,TOTO,02:28:57,02:29:43.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
OXAE1606.272,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.001551,96.721608,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OXAE,20:50:33,20:50:25.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
HMTT0903.271,NW,WW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,HMTT,08:48:16,08:48:21.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
SXPU9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.039943,98.215087,N,W,17.48,-101.14,1996-07-15,INSTITUTO DE INGENIERIA UNAM/,SXPU,21:23:38.5,21:25:16    ,16.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,6.6,071596D
UAPP0401.011,NW,NW,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.002,98.202,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM/,UAPP,23:31:49.0,23:33:22.96 ,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
SNJE0903.271,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.535047,101.323693,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,SNJE,08:48:16,08:47:48.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
SMLC1802.172,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,SMLC,03:54:42,03:54:27.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
SMLC0401.132,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,15.99,-97.15,2004-01-13,INSTITUTO DE INGENIERIA UNAM,SMLC,21:28:58.0,21:29:07.00,16.0,0.0,5.5,5.1,5.5,5.3,5.7,0.0,0.0,0.0,5.4,011304J
SUCH0401.011,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.226169,100.638345,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,SUCH,23:31:49.0,23:32:00.00,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
ACAR1910.051,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,16.674,-99.652,2019-10-05,INSTITUTO DE INGENIERIA UNAM ,ACAR,16:20:10,16:19:25.000,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,201910051620A
PET21802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.535396,101.262608,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,PET2,23:39:39,23:40:40.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
NUXC9607.151,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.207,100.758,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,NUXC,21:23:38.5,21:23:15.810,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
NITA1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.020738,102.085089,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,NITA,23:39:39,23:41:29.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
RABO1712.211,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,15.929,-98.379,2017-12-21,INSTITUTO DE INGENIERIA UNAM ,RABO,03:23:32,03:24:04.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,201712210323A
OXXO1802.171,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.026234,96.726179,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXXO,00:36:51,00:36:30.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
TXCR9603.131,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.501514,98.806198,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,TXCR,21:04:19.8,21:05:00.80,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
CANA1408.041,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.567007,101.977162,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,CANA,00:21:49,00:21:52.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
ZACA8509.191,NW,SE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,18.009,102.178,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,ZACA,13:17:42.6,13:17:55 ,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
OCLL1308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.036585,99.878515,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,OCLL,15:32:59,15:33:05.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
CUP20301.221,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33,99.183,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,CUP2,02:06:34.5,02:08:27    ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
