Base,OrientacionH1,OrientacionH2,SignoV,SignoH1,SignoH2,AnguloH1,AnguloH2,EjeV,EjeH1,EjeH2,Norte,Oeste,LatEstacion,LonEstacion,Norte.1,Oeste.1,LatSismo,LonSismo,Fecha,Institucion,IDEstacion,HoraEpicentro,HoraPrimerMuestra,Profundidad,Mw,Mb,Ms,Mc,Ma,Me,Md,Ml,M,GMW,IDSismo
ACP21511.231,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,ACP2,20:41:20,20:40:57.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
OAXM9802.031,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.082872,96.718744,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM,OAXM,03:02:01.1,03:02:29    ,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
CUP49701.212,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.33,99.183,N,W,16.44,-98.15,1997-01-21,INSTITUTO DE INGENIERIA UNAM,CUP4,21:19:58.0,21:20:34.72,,0.0,5.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,012197D
ACAC1802.191,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,ACAC,06:56:58,06:57:17.150,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
THEZ1511.231,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.477554,97.383184,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM ,THEZ,20:41:20,20:41:38.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
ACAR1405.101,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,ACAR,07:36:01,07:35:30.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
OXJM1004.201,NW,NW,1.0,1.0,1.0,OO,90,2.0,0.0,1.0,N,W,16.445191,95.444705,N,W,16.07,-8.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,OXJM,02:28:57,02:29:50.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
ACAM1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,20.043186,100.716777,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,ACAM,23:39:39,23:41:03.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
RABO1405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,RABO,07:36:01,07:35:59.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
VIGA0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,VIGA,08:48:16,08:48:10.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
CHFL0608.191,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,CHFL,05:41:30,05:41:48.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
OZST1802.161,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.860758,97.094119,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OZST,23:39:39,23:39:41.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXBJ1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OXBJ,23:39:39,23:39:05.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXAL1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OXAL,23:39:39,23:39:14.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
SCT19310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.394694,99.148678,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,SCT1,07:52:18.2,07:53.38,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
OXTO1802.175,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.078389,96.744158,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXTO,21:30:43,21:30:21.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
TXCR9509.141,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.501514,98.806198,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,TXCR,14:04:30.5,14:05:00.43,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
VNTA1405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,VNTA,07:36:01,07:35:43.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
MEZO9805.091,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.188,99.228,N,W,17.34,-101.41,1998-05-09,INSTITUTO DE INGENIERIA UNAM,MEZO,17:03:13.1,17:04:39.86 ,18.0,0.0,4.8,4.7,4.8,5.2,5.1,0.0,0.0,0.0,5.2,050998I
CUP51405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.33024,99.181076,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,CUP5,07:36:01,07:36:10.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
VIGA0810.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,VIGA,05:00:52,05:01:15.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
SCT20301.221,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,SCT2,02:06:34.5,02:08:42.00 ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
UNIO8509.211,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,UNIO,01:37:18.4,01:37:25.97,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
OXTO0401.132,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.078389,96.744158,N,W,15.99,-97.15,2004-01-13,INSTITUTO DE INGENIERIA UNAM,OXTO,21:28:58.0,21:29:13.00,16.0,0.0,5.5,5.1,5.5,5.3,5.7,0.0,0.0,0.0,5.4,011304J
VIGA1606.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,VIGA,20:50:33,20:50:19.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
UNIO9607.151,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,UNIO,21:23:38.5,21:23:52    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
RABO0411.151,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.0,-98.71,2004-11-15,INSTITUTO DE INGENIERIA UNAM,RABO,02:38:40.0,02:39:24    ,21.0,0.0,5.2,4.7,5.1,0.0,0.0,0.0,0.0,0.0,5.3,111504A
COYC0401.011,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.997788,100.089963,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,COYC,23:31:49.0,23:32:10.00,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
ACAZ0903.271,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,ACAZ,08:48:16,08:48:25.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
CAYA9310.241,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.045,100.266,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,CAYA,07:52:18.2,07:53:00.85,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
ACAR1308.161,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,ACAR,15:32:59,15:32:44.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
DFRO9701.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.405,99.166,N,W,16.44,-98.15,1997-01-21,INSTITUTO DE INGENIERIA UNAM,DFRO,21:19:58.0,21:21:36    ,,0.0,5.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,012197D
TEAC0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,TEAC,08:48:16,08:48:30.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
ATYC1511.231,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,ATYC,20:41:20,20:41:17.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
CAOE0301.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.419,99.156,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA  UNAM,CAOE,02:06:34.5,02:06:59.74,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
LANE1606.271,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,15.947684,97.187204,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,LANE,20:50:33,20:50:05.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
OXCU1308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,OXCU,15:32:59,15:33:12.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
SODO1405.101,Nw,Nw,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.044324,96.414773,N,W,17.06,-0.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,SODO,07:36:01,07:37:43.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0
COMD0810.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,COMD,05:00:52,05:00:31.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
NUX21405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.216711,100.79117,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,NUX2,17:00:16,16:59:28.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
RABO1308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,RABO,15:32:59,15:32:46.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
TACY0401.011,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.404505,99.195246,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,TACY,23:31:49.0,23:33:21    ,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
CHFL1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,CHFL,02:28:57,02:29:00.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
JAMI9701.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.284353,97.820692,N,W,16.44,-98.15,1997-01-21,INSTITUTO DE INGENIERIA UNAM,JAMI,21:19:58.0,21:19:37    ,,0.0,5.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,012197D
ACAD9603.131,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,ACAD,21:04:19.8,21:04:31 ,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
ATYC1405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,ATYC,07:36:01,07:35:19.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
VIGA9310.241,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,VIGA,07:52:18.2,07:52:23.01,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
VIGA1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,VIGA,17:00:16,16:59:54.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
SMLC1802.191,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,SMLC,06:56:58,06:56:26.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
SLUI0401.011,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.272,100.891,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,SLUI,23:31:49.0,23:31:55.00,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
OXTO1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.078389,96.744158,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXTO,07:33:59,07:33:33.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
PNTP0411.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.340486,98.053706,N,W,16.0,-98.71,2004-11-15,INSTITUTO DE INGENIERIA UNAM,PNTP,02:38:40.0,02:38:51    ,21.0,0.0,5.2,4.7,5.1,0.0,0.0,0.0,0.0,0.0,5.3,111504A
NUXC0401.012,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.207,100.758,N,W,17.3,-101.36,2004-01-01,INSTITUTO DE INGENIERIA UNAM,NUXC,23:58:02.7,23:57:43.000,14.0,0.0,5.2,5.8,5.0,5.6,5.7,0.0,0.0,0.0,5.6,010104L
SMR29807.051,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.77351,99.4377,N,W,16.83,-100.12,1998-07-05,INSTITUTO DE INGENIERIA UNAM,SMR2,19:55:07.1,19:54:48.810,5.0,0.0,4.9,4.5,4.9,5.2,4.9,0.0,0.0,0.0,5.3,070598D
ATYC9805.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,17.25,-101.35,1998-05-16,INSTITUTO DE INGENIERIA UNAM,ATYC,17:41:52.7,17:41:52.810,14.0,0.0,5.0,4.3,5.1,5.1,5.3,0.0,0.0,0.0,5.2,051698F
LMPP1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.00147,98.18227,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,LMPP,23:39:39,23:39:43.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
PBP21511.231,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.045439,98.208468,N,W,16.86,-98.94,2015-11-23,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA  FACULTAD DE INGENIERIA CIVIL Y TECNOLOGICA,PBP2,20:41:20,20:41:10.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
TLHD9509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.293,99.035,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,TLHD,14:04:30.5,14:06:05   ,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
CALE8509.192,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.07287,102.754441,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,CALE,13:17:42.6,13:18:43.00,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
OCLL9607.151,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.036585,99.878515,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,OCLL,21:23:38.5,21:23:48.810,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
ACP21308.161,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,ACP2,15:32:59,15:32:56.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
HMTT1802.191,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,HMTT,06:56:58,06:56:30.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
VNTA1511.231,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,VNTA,20:41:20,20:40:48.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
RIOG0401.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.01435,97.43863,N,W,16.0,-97.17,2004-01-13,INSTITUTO DE INGENIERIA UNAM,RIOG,19:50:19.8,19:50:23.00,20.0,0.0,5.1,4.3,5.1,4.8,5.0,0.0,0.0,0.0,5.1,011304E
OAXM1004.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.082872,96.718744,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,OAXM,02:28:57,02:29:03.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
COYQ9805.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.380235,101.056526,N,W,17.25,-101.35,1998-05-16,INSTITUTO DE INGENIERIA UNAM,COYQ,17:41:52.7,17:41:29.810,14.0,0.0,5.0,4.3,5.1,5.1,5.3,0.0,0.0,0.0,5.2,051698F
SJAL0608.131,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.585371,103.670344,N,W,18.23,-103.62,2006-08-13,INSTITUTO DE INGENIERIA UNAM,SJAL,15:14:26,15:13:51.000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,200608131514A
CANA1308.212,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.567007,101.977162,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,CANA,13:02:18,13:02:56.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
PETA9607.151,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.542,101.271,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,PETA,21:23:38.5,21:23:49    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
URUA1708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.421758,102.074059,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,URUA,05:15:12,05:15:56.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
ACAZ1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,ACAZ,07:33:59,07:34:09.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
OXPM1511.232,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,OXPM,20:41:20,20:41:40.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
XALA1605.081,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.529875,96.901973,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,XALA,07:33:59,07:33:59.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
AGCA1808.221,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.83733,99.64526,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,AGCA,18:03:08,18:02:48.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
LANE1802.173,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,15.947684,97.187204,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,LANE,21:30:43,21:30:23.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
TEAC1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,TEAC,12:38:30,12:38:16.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
COMD1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,COMD,17:00:16,16:59:44.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
VHSA1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.982551,92.938748,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,VHSA,23:39:39,23:41:41.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
NUX20810.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.216711,100.79117,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,NUX2,05:00:52,05:00:31.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
TEAC1605.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,TEAC,07:33:59,07:34:36.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
XALA1308.211,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.529875,96.901973,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM,XALA,12:38:30,12:39:18.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
JAMI1203.219,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.284353,97.820692,N,W,15.85,-98.67,2012-03-21,INSTITUTO DE INGENIERIA UNAM ,JAMI,02:25:29,02:25:18.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
